review,stemmed_review,login_verifikasi_1,login_verifikasi_2,login_verifikasi_3,final_login_verifikasi,efisiensi_1,efisiensi_2,efisiensi_3,final_efisiensi,layanan_pengguna_1,layanan_pengguna_2,layanan_pengguna_3,final_layanan_pengguna,responsivitas_1,responsivitas_2,responsivitas_3,final_responsivitas
udah tinggal nunggu verivikasi tapi tiap buka apk suruh daftar ulang trs.. gimana kali..,"['tinggal', 'tunggu', 'verivikasi', 'buka', 'apk', 'suruh', 'daftar', 'ulang', 'kali']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"tulisannya hanya menverifikasi tunggu hingga 30menit , sudah 2 hari mana ga bisa juga","['tulis', 'menverifikasi', 'tunggu', 'menit']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Entahlah bagaimana lagi nunggu balasan email dari aplikasi ini,sudah 3 kali registrasi ttep saja ga ada balasan email. apa selama dan sesulit itu registrasinya?hadeuh","['tunggu', 'balas', 'email', 'inisudah', 'kali', 'registrasi', 'balas', 'email', 'sulit', 'registrasinyahadeuh']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
susah banget mau masuknya,"['susah', 'banget', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Terlalu Lama Proses Verifikasi Pendaftaran..,"['proses', 'verifikasi', 'daftar']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
susah banget dan lemot ngabisin kuota.. ujung ujung nya gagal dah nunggu 1 jam loading.. percuma nih aplikasi,"['susah', 'banget', 'lot', 'ngabisin', 'kuota', 'ujung', 'ujung', 'nya', 'gagal', 'deh', 'tunggu', 'jam', 'loading', 'nih']",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
susah bgt perivy nya ampun,"['susah', 'banget', 'perivy', 'nya', 'ampun']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"hallo privyid saya sudah daftar privyid tetapi di gmail saya belum ada email masuk dari privyid, jadi bagaimana mengatasi nya?? jadi ribet begini, saya proses dari semalam padahal email nya juga bener tapi gak ada email masuk dari pihak privyid.","['halo', 'daftar', 'gmail', 'email', 'masuk', 'atas', 'nya', 'ribet', 'proses', 'malam', 'email', 'nya', 'email', 'masuk']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
aplikasi sialan. susah banget daftarnya. gara2 aplikasi ini susah pinjem duit. koneksi internet sudah amat sangat bagus. tapi kenapa no conection terus. dan daftar dah sampe puluhan kali ! tetep gak bisa juga. alasan sedang proses. dah menunggu 4 hari gak ada jawaban / email balik. tolong lah di perbaiki lagi ini aplikasi ! terlalu nyusahin !,"['sial', 'susah', 'banget', 'daftar', 'gara', 'susah', 'pinjem', 'duit', 'koneksi', 'internet', 'bagus', 'no', 'conection', 'daftar', 'deh', 'puluh', 'kali', 'alas', 'proses', 'deh', 'tunggu', 'email', 'tolong', 'baik', 'susah']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Kenapa sulit buat register ya, force close terus, jaringan lancar jaya tapi ga connect terus","['sulit', 'register', 'ya', 'force', 'close', 'jaring', 'lancar', 'jaya', 'connect']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
kenapa koneksi internet nya gagal terus ga ???? padahal lagi butuh cepet buat aplikasi akulaku!,"['koneksi', 'internet', 'nya', 'gagal', 'butuh', 'cepat']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Masa username sama password salah aneh,padahal daftar nya betul semua,gajelas nih aplikasi.","['username', 'password', 'salah', 'anehpadahal', 'daftar', 'nya', 'semuagajelas', 'nih']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"awalnya bingung dan susah login,setelah dipelajari pelan2 cukup simpel dan mudah digunakan terimakasih","['bingung', 'susah', 'loginsetelah', 'ajar', 'pelan', 'simpel', 'mudah', 'terimakasih']",2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
harus bener bener bener bener sabar tingkat dewa saat mendaftar walaupun pakai wifi super ngebut selalu di katain tidak ada jaringan,"['sabar', 'tingkat', 'dewa', 'daftar', 'pakai', 'wifi', 'super', 'ngebut', 'katain', 'jaring']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"bagaimana kah ini ..ini kok katanya email sudah terdaftar di akulaku,,,lah trs gunanya ini utk apa??? apakah hrs menggunakan email yg lain","['kah', 'email', 'daftar', 'akulakulah', 'guna', 'email']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
saya sudah lakukan semua petunjuk apa maksudnya email sudah terdaftar di akulaku tolong pencerahannya... bagaima cara masuk dan mendapatkan privyid nya,"['laku', 'tunjuk', 'maksud', 'email', 'daftar', 'tolong', 'cerah', 'bagaima', 'masuk', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"saya mau daftar v katanya email anda sudah terdaftar di akulaku terus gk biaa masuk, saya juga belum dapat privyid ny","['daftar', 'v', 'email', 'daftar', 'biaa', 'masuk', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ya allag susah bgt masukin privyid. udh 3hari gak bisa bisa. payah bgt amplikasinya.,"['ya', 'allag', 'susah', 'banget', 'pasuk', 'payah', 'banget', 'amplikasinya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mau tanya ini email saya selalu ga bs..padahal itu email bnar... saya mau registrasi katanya no hp saya ud terdaftar di akulaku..tp knapa saya ga bs melakukan tanda tangan elektrorik tolong donk bantuan nya mkasih,"['email', 'bspadahal', 'email', 'bnar', 'registrasi', 'no', 'hp', 'daftar', 'akulakutp', 'knapa', 'tanda', 'tangan', 'elektrorik', 'tolong', 'bantu', 'nya', 'mkasih']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"benar-benar aplikasi tidak berguna, hanya bikin orang susah aja.","['benarbenar', 'guna', 'bikin', 'orang', 'susah']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
susah bnget udah terdaftar ko dibuka slah trus gmn ini tlong bantuannya dong.ID ma pasword salah trus padahal udah dikasih privyID ma pasrword,"['susah', 'banget', 'daftar', 'buka', 'salah', 'tlong', 'bantu', 'dongid', 'pasword', 'salah', 'kasih', 'pasrword']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"respon live chat dan sosmed nya sangat tanggap. sanggat membantu saat kebingungan, mantaff","['respon', 'live', 'chat', 'sosmed', 'nya', 'tanggap', 'bantu', 'bingung', 'mantap']",0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0
"saya kasih 3 dulu soalnya saya daftar, buat akulaku kta kilat gagal, udh download verifikasi nya lom dapat balesan emailnya sudah 3x registerr, tolong kerjasamanya","['kasih', 'daftar', 'kilat', 'gagal', 'download', 'verifikasi', 'nya', 'lom', 'balesan', 'email', 'kali', 'registerr', 'tolong', 'kerjasamanya']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"aplikasi blom siap luncur. masih banyak bug, masih banyak cs yg kurang wawasan,kurang di koneksi yg sangat lambat. kurang responsif. intinya banyak yg harus di benahi.","['luncur', 'bug', 'cs', 'wawasankurang', 'koneksi', 'lambat', 'responsif', 'inti', 'benah']",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"ini gimana register terus aja loading ga bisa"" koneksi lancar 4g pdhl","['register', 'loading', 'koneksi', 'lancar']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
heran menghambat aplikasi AKULAKU,"['heran', 'hambat']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
tdk bisa upload foto jawaban selalu localhost server 3333 connection refused,"['upload', 'foto', 'localhost', 'server', 'connection', 'refused']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
iya bingung juga cara loginnya...cek koneksi terus..,"['iya', 'bingung', 'loginnyacek', 'koneksi']",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
"kok ga bisa ya error terus, padahal koneksi stabil. tetep aja ga bisa","['ya', 'error', 'koneksi', 'stabil']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"signal kenceng , sudah pake wife kenceng juga, paket data full . tapi kok koneksi terputus terus . gimana ini . kata nya sudah standart","['signal', 'kencang', 'pakai', 'wife', 'kencang', 'paket', 'data', 'full', 'koneksi', 'putus', 'nya', 'standart']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
awal install bisa login.. karenan error saya instal ulang dan skg susah sekali untuk login.. bagaimana ini?,"['install', 'login', 'karenan', 'error', 'instal', 'ulang', 'susah', 'login']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tolong donk saya sulit bgt buat registrasi... proses lama bgt berjam jam nunggu gk ad kabar...,"['tolong', 'sulit', 'banget', 'registrasi', 'proses', 'banget', 'jam', 'jam', 'tunggu', 'kabar']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
knp login gak bsa masuk2!internet dah ok. dari pihak akulaku dah ok. knp dgn privyID. saya dahbosen ulang terus,"['login', 'masukinternet', 'deh', 'ok', 'deh', 'ok', 'dahbosen', 'ulang']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"halo pryviid tolong dong aplikasi di benerin,masak gak bisa krn masalah jaringan? saya pake wifi yg kelas menengah keatas yg 54mbps,saya pake youtube lancar jaya tp register ini gagal terus..tolong di perbaiki..","['halo', 'pryviid', 'tolong', 'benerinmasak', 'jaring', 'pakai', 'wifi', 'kelas', 'tengah', 'atas', 'mbpssaya', 'pakai', 'youtube', 'lancar', 'jaya', 'register', 'gagal', 'terustolong', 'baik']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Aplikasinya sangat mudah untuk digunakan👌🏻,"['aplikasi', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Kurang bagus loding trus kuota w banyak susah mskny,"['bagus', 'loding', 'kuota', 'gue', 'susah', 'mskny']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
tolong donk di percepat verifikasi kok lama,"['tolong', 'cepat', 'verifikasi']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
selalu register. aneh kecepatan data udahbmax. bahkan wifi. tp selalu register,"['register', 'aneh', 'cepat', 'data', 'udahbmax', 'wifi', 'register']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CS dihub susah... register email dan no telp.. samoai take ID pict dan take photo selfie sdh.... disuruh tunggu 3-30menit... eeehhh malah balik lagi awalnke register lagi....sdh diulang register...ditunggu 30 menit...kembali lagi ke awal.... aku laku jadi makin ribet kerjasama sama privy Id. sepertinya nya ini aplikasi yg belum sempurna tapi dipaksa gunakan.,"['cs', 'dihub', 'susah', 'register', 'email', 'no', 'telp', 'samoai', 'take', 'id', 'pict', 'take', 'photo', 'selfie', 'suruh', 'tunggu', 'menit', 'eeehhh', 'awalnke', 'register', 'lagisdh', 'ulang', 'registerditunggu', 'menitkembali', 'laku', 'ribet', 'kerjasama', 'id', 'nya', 'sempurna', 'paksa']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
gmna mw daftar aja ga bisa bisa,['daftar'],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Semoga cek vertivikasinya cepat untuk proses nya,, saya sudah mendaftar kan 3 hari yg lalu, tapi sampai sekarang statusny masih sedang diproses.","['moga', 'cek', 'vertivikasinya', 'cepat', 'proses', 'nya', 'daftar', 'statusny', 'proses']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kenapa setiap kali buka selalu saja tertulis ""tidak ada koneksi""? Padahal koneksi internet saya selalu terhubung dengan di buktikan bisa buka aplikasi yg lain dengan lancar. Apa yang salah? Bisa di bantu?","['kali', 'buka', 'tulis', 'koneksi', 'koneksi', 'internet', 'hubung', 'bukti', 'buka', 'lancar', 'salah', 'bantu']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
langsung PRIVY ID aj kak psti bisa punyaku brusan bisa yang awalnya ak bingung skrang bisa Good .....,"['langsung', 'id', 'kak', 'punya', 'brusan', 'bingung', 'good']",0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
Aplikasi Sangat Menjengkelkan N Harus Di Musnahkan. Gara2 Aplikasi Ini Saya Susah Banget Mencairkan Uang. Saya Sudah Register Ampe 5 Hari Gak Bisa2. Sinyal Saya Dudah Sangat Jelas Bangus. Tpi Tetep Aja Di Bilang Sinyal Saya Jelek. Bukan Sinyal Saya Yg Jelek. Tpi Aplikasi Ini yg Sangat jelek,"['jengkel', 'n', 'musnah', 'gara', 'susah', 'banget', 'cair', 'uang', 'register', 'sinyal', 'dudah', 'bangus', 'bilang', 'sinyal', 'jelek', 'sinyal', 'jelek', 'jelek']",1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
knp kok susah masuk failed trus tolong segera d perbaiki dong min,"['susah', 'masuk', 'failed', 'tolong', 'baik', 'min']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"aplikasinya gmn ini, udh berapa kali logh in gabisa trss tulisan dalam verivikasi ,, padahal di email udh dikasih ID privyID sama pasword nya","['aplikasi', 'kali', 'logh', 'enggak bisa', 'trss', 'tulis', 'verivikasi', 'email', 'kasih', 'id', 'pasword', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gimana ni prosesss y terlalu ribet padahal saya ni ga pernah telat bayar,"['nih', 'prosesss', 'ya', 'ribet', 'nih', 'telat', 'bayar']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Terima kasih privyiD,keluhan saya cepat dita nggapi","['terima', 'kasih', 'privyidkeluhan', 'cepat', 'dita', 'nggapi']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"Bagi yg tdk bisa login/registrasi, tidak usah bingung PrivyID sudah memberikan ID dan passwordnya. coba cek email masing. Ternyata mudah.","['loginregistrasi', 'bingung', 'id', 'passwordnya', 'coba', 'cek', 'email', 'mudah']",0,0,2,0,2,1,2,2,2,1,2,2,0,0,0,0
kaga jelas bangettt nih app bikin emosi doank regitrasi aj ngulang mulu suru tunggu ulang lg.payah yg kaya begini di pake,"['kagak', 'banget', 'nih', 'app', 'bikin', 'emosi', 'doang', 'regitrasi', 'ngulang', 'mulu', 'suruh', 'tunggu', 'ulang', 'lgpayah', 'kayak', 'pakai']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Min kenapa proses verifikasi nya sangat lama ,di aplikasi tertulis 3-30 menit . tadi malam coba belom ada verfikasi smpek skrang dan siang ini coba lgi gak ada verifikasi juga . tolong kasih penjelasan bagaimana cara register nya ???","['min', 'proses', 'verifikasi', 'nya', 'tulis', 'menit', 'malam', 'coba', 'verfikasi', 'smpek', 'siang', 'coba', 'verifikasi', 'tolong', 'kasih', 'jelas', 'register', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tolong dong bantu masuk aplikasi ini cz masih sedang proses z udah 2hari,"['tolong', 'bantu', 'masuk', 'cz', 'proses']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
kepada yth.pihak privyid ada apa dngn apk ini apa msh trial? knpa tdk bsa di download bukan membantu tp malah mempersulit dan menghambat dalam proses pengajuan di aplikasi yg bekerja sama.. segeralah di perbaiki.. ini knpa?,"['ythpihak', 'dngn', 'apk', 'trial', 'download', 'bantu', 'sulit', 'hambat', 'proses', 'aju', 'segera', 'baik']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
udah resgistrasi belum ada vertifikasi. di suru nunggu 3-30 menit belum ada balasan.,"['resgistrasi', 'vertifikasi', 'suruh', 'tunggu', 'menit', 'balas']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"mau ganti nomor hp aja, susahnya setengah mampus. Aplikasi yg nyusahin orang. payah!!!!!!","['ganti', 'nomor', 'hp', 'susah', 'mampus', 'susah', 'orang', 'payah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
saya mau log in kok.gk bisa terus y,"['log', 'kokgk', 'ya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tai lah dah ttd masih aja blom ttd bilangnya udh di save padahal aplkasi tolol,"['tahi', 'deh', 'ttd', 'ttd', 'bilang', 'save', 'aplkasi', 'tolol']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
lama ni apk gk ada kejelasan..akulaku bikin ribet aja sih pake ttd elektronik segala,"['nih', 'apk', 'kejelasanakulaku', 'bikin', 'ribet', 'sih', 'pakai', 'ttd', 'elektronik']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
aplikasi tai..selalu gagal log in padahal akun dan sandi dah benar.tidak pernah ada email masuk untuk verifikasi..akulaku bekerjasama dengan aplikasi ini adalah suatu kesalahan besar...banyak pelanggan atau pengguna akulaku yg kecewa.,"['taiselalu', 'gagal', 'log', 'akun', 'sandi', 'deh', 'benartidak', 'email', 'masuk', 'verifikasiakulaku', 'bekerjasama', 'salah', 'besarbanyak', 'langgan', 'guna', 'kecewa']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
mau masuk live chat juga susah.. masuk akunnya juga susah..,"['masuk', 'live', 'chat', 'susah', 'masuk', 'akun', 'susah']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
aplikasinya ga bisa bantu costumer mau tanda tangan juga ya ampun smpe skrang. bilang nya lagi di verifikasi ampe karang ga ada balesan ampunnn aplikasi apaan coba,"['aplikasi', 'bantu', 'costumer', 'tanda', 'tangan', 'ya', 'ampun', 'bilang', 'nya', 'verifikasi', 'karang', 'balesan', 'ampunnn', 'coba']",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"kenapa saya tidak bisa registrasi? sudah saya coba berkali-kali. email, no telp, foto KTP dan foto selfi. setelah akan di verifikasi ndak ada kelanjutannya. terima kasih","['registrasi', 'coba', 'berkalikali', 'email', 'no', 'telp', 'foto', 'ktp', 'foto', 'selfi', 'verifikasi', 'indak', 'lanjut', 'terima', 'kasih']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
daftar berkali2 ga ada verifikasi,"['daftar', 'kali', 'verifikasi']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
kenapa sih susah bngt. mau buat ttd du akulaku aja. padahal sy ga pernah bermasalah loh di akulaku.,"['sih', 'susah', 'banget', 'ttd', 'du', 'masalah', 'loh']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"sumoaah ini aplikasi ga ngerti gue , buat nerima kode otp aja susah bgts ... dan cara TTD nya gimana tau !!!","['sumoaah', 'erti', 'gue', 'terima', 'kode', 'otp', 'susah', 'bgts', 'ttd', 'nya', 'tau']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"saya mau tanya nih. kenapa di apk ada tulisan nunggu antara 3 s/d 30 menit untuk verifikasi sedangkan pas setelah ditinggal selama waktu tsb tetep aja suruh nunggu dan jawabannya selalu sama, yaitu sedang verifikasi. sebenarnya estimasi lamanya kita nunggu verifikasi data yang harus kita tunggu berapa lama?? mohon kejelasannya","['nih', 'apk', 'tulis', 'tunggu', 'sd', 'menit', 'verifikasi', 'pas', 'tinggal', 'suruh', 'tunggu', 'jawab', 'verifikasi', 'estimasi', 'tunggu', 'verifikasi', 'data', 'tunggu', 'mohon', 'jelas']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
kenapa ga muncul terus kode verivikasinya?,"['muncul', 'kode', 'verivikasinya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"parah ini aplikasi email dan pasword udah benar tapi ga bisa masuk padahal jaringan bagus, komplen ke pengembang gada jawaban😈","['parah', 'email', 'pasword', 'masuk', 'jaring', 'bagus', 'komplen', 'kembang', 'enggak ada']",1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
"ne gmn ya,,sy sdh mrlakukan reg.tapi ga isa trs seslalu failed...tolong diperbaiki...mksh","['yasy', 'mrlakukan', 'regtapi', 'isa', 'seslalu', 'failedtolong', 'diperbaikimksh']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
knapa saya tidak dapat masuk ke app ini saya sudah mengikuti prosesnya tapi cuma menunggu verivikasi tanpa ada proses selanjutnya... tolong penjelasannya,"['knapa', 'masuk', 'app', 'ikut', 'proses', 'tunggu', 'verivikasi', 'proses', 'tolong', 'jelas']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
YTH : admin privyid.saya sdh regitrasi sampe saat ini ko blom ada konfirmasi.tdk ada email yg masukkan.saya mohon saya mau pinjam di akulaku jangan di persulit.rating saya di akulaku 775 cukup baik.sampe saat ini saya di akulaku masalah pembayaran saya lancar tidak ada hambatan.klo pihak dari privyid mempermudah pinjaman saya saya akan kasih bintang 5.trims,"['yth', 'admin', 'privyidsaya', 'regitrasi', 'konfirmasitdk', 'email', 'masukkansaya', 'mohon', 'pinjam', 'persulitrating', 'baiksampe', 'bayar', 'lancar', 'hambatanklo', 'mudah', 'pinjam', 'kasih', 'bintang', 'terima kasih']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
udah bener koneksi sinyal saya . tapi tetep aja gagal apa bisa kirim yang baru no id dan paswordnya,"['koneksi', 'sinyal', 'gagal', 'kirim', 'no', 'id', 'paswordnya']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
saya sudah isi 5x kok nggak login login ya. Ini kenapa coba,"['isi', 'kali', 'login', 'login', 'ya', 'coba']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"aplikasi kaga jelas,mau login aja kaga bisa"",padahal privyid sma pasword udah bner.","['kagak', 'jelasmau', 'login', 'kagak', 'bisapadahal', 'pasword']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bosku download aja susah,"['bos', 'download', 'susah']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
katanya sdh di verifikasi tp akun n paswordnya gak masuk masuk ke email.. nunggu brp lama lagi.. sdh lebih dr 24 jam..katanya cuma 3 sd 30 menit,"['verifikasi', 'akun', 'n', 'paswordnya', 'masuk', 'masuk', 'email', 'tunggu', 'jamkatanya', 'sd', 'menit']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Apk ini sangat tdk mendukung dan bekerjasama,"['apk', 'dukung', 'bekerjasama']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"berapa hari konfitmasi balasanya yaa... saya baru aja daftar, katanya 3-30menit prosesnya!!! saat ini blm ada balasan apa apa.","['konfitmasi', 'balasanya', 'ya', 'daftar', 'menit', 'proses', 'balas']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"sy udh ikuti caranya, tp pas mau dpt kode verifikasi, knp kode verifikasinya dikirim ke no yg bukan nomor sy?","['ikut', 'pas', 'kode', 'verifikasi', 'kode', 'verifikasi', 'kirim', 'no', 'nomor']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"sudah daftar dari kemarin masih verifikasi.., tertera disana 3 sampai 30 Menit hmmm.. malah barusan buka lg aplikasinya malah ke menu awal register..","['daftar', 'kemarin', 'verifikasi', 'tera', 'sana', 'menit', 'hmmm', 'barusan', 'buka', 'aplikasi', 'menu', 'register']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sudah 1 minggu verifikasi terus... kalau blm bisa juga hari ini bisa kurang ni bintang... kalau bisa bintang full,"['minggu', 'verifikasi', 'nih', 'bintang', 'bintang', 'full']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"bagus dan sangat membantu, bagi orang yg gaptek sadar diri kalo gaptek jgn mengatakan apk ini jelek atau tidak bermanfaat.","['bagus', 'bantu', 'orang', 'gaptek', 'sadar', 'kalo', 'gaptek', 'apk', 'jelek', 'manfaat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Transaksi digital jadi lebih mudah. thanks privyid,"['transaksi', 'digital', 'mudah', 'thanks']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
jadi ribet ada aplikasi kaya lo. biasa ngambil akulaku gampang banget ini malah jd ribet. daftar accnye lama bgt. yang bener aje tot!!! acc woy!!!,"['ribet', 'kayak', 'lo', 'ngambil', 'gampang', 'banget', 'ribet', 'daftar', 'accnye', 'banget', 'entot', 'acc', 'woy']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
privyiD sya uda isi data 3x knapa sulit koneksinya tdk ada sya cma mau lengkapin ttd verfikasi akulaku ko dipersulit kl berhasil sya kasih bintang 5,"['isi', 'data', 'kali', 'knapa', 'sulit', 'koneksi', 'lengkapin', 'ttd', 'verfikasi', 'sulit', 'kalo', 'hasil', 'kasih', 'bintang']",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
apk g jelas n ribet. saran buat akulaku g usah makai apk ini.,"['apk', 'n', 'ribet', 'saran', 'maka', 'apk']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Data saya sudah terverifikasi tapi kenapa pas mau login tidak bisa tertera id dan pasword salah Sedangkan saya dapat dr email dan sudah sesuai sy inputnya Tolong dong jangan persulit, Kalau aplikasinya abal abal lebih baik jangan bikin di play store, orang butuh malah dipermainkan","['data', 'verifikasi', 'pas', 'login', 'tera', 'id', 'pasword', 'salah', 'email', 'sesuai', 'inputnya', 'tolong', 'sulit', 'aplikasi', 'abal', 'abal', 'bikin', 'play', 'store', 'orang', 'butuh', 'main']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
